YEAR;MONTH;DAY;DAY_OF_WEEK;AIRLINE;FLIGHT_NUMBER;SCHEDULED_DEPARTURE;DEPARTURE_TIME;DEPARTURE_DELAY;TAXI_OUT;WHEELS_OFF;SCHEDULED_TIME;ELAPSED_TIME;AIR_TIME;DIST5E;WHEELS_ON;TAXI_IN;SCHEDULED_ARRIVAL;ARRIVAL_TIME;ARRIVAL_DELAY
2015;1;2;5;12;1054;1020;1018;-2;11;1029;115;110;94;651;1303;5;1315;1308;-7
2015;1;2;5;11;2836;1020;1130;70;16;1146;58;54;33;177;1319;5;1218;1324;66
2015;1;2;5;11;2799;1020;1045;25;6;1051;45;41;24;89;1115;11;1105;1126;21
2015;1;2;5;11;3181;1020;1050;30;26;1116;83;87;59;473;1315;2;1243;1317;34
2015;1;2;5;11;3671;1020;1016;-4;12;1028;95;79;53;296;1021;14;1055;1035;-20
2015;1;2;5;9;2612;1020;1016;-4;21;1037;105;117;89;590;1306;7;1305;1313;8
2015;1;2;5;9;2626;1020;1059;39;15;1114;50;45;26;109;1140;4;1110;1144;34
2015;1;2;5;8;717;1021;1013;-8;13;1026;72;63;47;187;1113;3;1133;1116;-17
2015;1;2;5;10;4906;1021;1039;18;21;1100;71;64;41;241;1141;2;1132;1143;11
2015;1;2;5;7;316;1021;1028;7;12;1040;38;35;19;100;1059;4;1059;1103;4
2015;1;2;5;9;4644;1021;1019;-2;10;1029;111;112;96;588;1305;6;1312;1311;-1
2015;1;2;5;10;4112;1022;1021;-1;11;1032;88;73;57;429;1129;5;1150;1134;-16
2015;1;2;5;10;4490;1022;1019;-3;11;1030;126;130;116;837;1326;3;1328;1329;1
2015;1;2;5;10;4542;1022;1036;14;8;1044;106;92;80;595;1204;4;1208;1208;0
2015;1;2;5;10;4634;1022;1122;60;16;1138;156;145;123;1042;1441;6;1358;1447;49
2015;1;2;5;5;469;1022;1053;31;17;1110;180;169;145;1055;1135;7;1122;1142;20
2015;1;2;5;10;3935;1023;1016;-7;17;1033;75;79;57;376;1130;5;1138;1135;-3
2015;1;2;5;10;4427;1023;1059;36;18;1117;112;109;85;657;1242;6;1215;1248;33
2015;1;2;5;3;538;1025;1019;-6;17;1036;308;304;282;1979;1318;5;1333;1323;-10
2015;1;2;5;3;1973;1025;1017;-8;13;1030;102;100;77;507;1147;10;1207;1157;-10
2015;1;2;5;13;2494;1025;1030;5;7;1037;220;219;206;1642;1603;6;1605;1609;4
2015;1;2;5;13;12;1025;1047;22;9;1056;65;62;50;333;1146;3;1130;1149;19
2015;1;2;5;13;338;1025;1023;-2;11;1034;85;86;72;404;1146;3;1150;1149;-1
2015;1;2;5;13;1668;1025;1029;4;7;1036;135;132;119;882;1335;6;1340;1341;1
2015;1;2;5;13;1517;1025;1027;2;10;1037;200;194;180;1500;1537;4;1545;1541;-4
2015;1;2;5;13;2365;1025;1025;0;15;1040;230;232;212;1756;1612;5;1615;1617;2
2015;1;2;5;13;4810;1025;1022;-3;10;1032;285;264;249;1845;1241;5;1310;1246;-24
2015;1;2;5;13;4724;1025;1039;14;9;1048;225;231;216;1788;1624;6;1610;1630;20
2015;1;2;5;13;454;1025;1023;-2;8;1031;60;53;41;248;1112;4;1125;1116;-9
2015;1;2;5;13;1242;1025;1025;0;8;1033;70;63;52;358;1125;3;1135;1128;-7
2015;1;2;5;13;1231;1025;1023;-2;8;1031;75;68;56;390;1127;4;1140;1131;-9
2015;1;2;5;13;1654;1025;1030;5;11;1041;65;62;45;226;1126;6;1130;1132;2
2015;1;2;5;13;308;1025;1021;-4;8;1029;75;70;59;342;1128;3;1140;1131;-9
2015;1;2;5;2;64;1025;1032;7;12;1044;200;181;164;1391;1428;5;1445;1433;-12
2015;1;2;5;2;313;1025;1039;14;9;1048;125;110;94;641;1122;7;1130;1129;-1
2015;1;2;5;2;184;1025;1028;3;21;1049;225;236;192;1464;1201;23;1210;1224;14
2015;1;2;5;2;1047;1025;1025;0;20;1045;240;238;207;1744;1612;11;1625;1623;-2
2015;1;2;5;2;1238;1025;1019;-6;18;1037;205;188;162;1182;1219;8;1250;1227;-23
2015;1;2;5;2;1255;1025;1054;29;15;1109;225;202;184;1438;1213;3;1210;1216;6
2015;1;2;5;2;1528;1025;1026;1;19;1045;180;169;143;1055;1108;7;1125;1115;-10
2015;1;2;5;1;36;1025;1020;-5;16;1036;194;188;167;1399;1523;5;1539;1528;-11
2015;1;2;5;1;62;1025;1028;3;32;1100;48;63;28;95;1128;3;1113;1131;18
2015;1;2;5;1;537;1025;1014;-11;10;1024;163;156;140;956;1244;6;1308;1250;-18
2015;1;2;5;1;688;1025;1021;-4;11;1032;240;228;207;1739;1559;10;1625;1609;-16
2015;1;2;5;1;801;1025;1019;-6;16;1035;371;377;358;2631;1433;3;1436;1436;0
2015;1;2;5;8;626;1025;1048;23;11;1059;77;74;56;369;1155;7;1142;1202;20
2015;1;2;5;4;2075;1025;1027;2;11;1038;138;125;108;692;1126;6;1143;1132;-11
2015;1;2;5;4;1138;1025;1023;-2;13;1036;101;83;66;432;1142;4;1206;1146;-20
2015;1;2;5;4;1414;1025;1105;40;22;1127;109;116;86;590;1353;8;1314;1401;47
2015;1;2;5;4;2444;1025;1023;-2;12;1035;144;123;108;689;1123;3;1149;1126;-23
2015;1;2;5;10;4458;1025;1020;-5;20;1040;140;130;102;844;1322;8;1345;1330;-15
2015;1;2;5;10;4975;1025;1021;-4;19;1040;61;68;37;153;1117;12;1126;1129;3
2015;1;2;5;10;5113;1025;1022;-3;17;1039;61;59;39;170;1018;3;1026;1021;-5
2015;1;2;5;10;5259;1025;1016;-9;13;1029;80;64;48;241;1117;3;1145;1120;-25
2015;1;2;5;10;5409;1025;1038;13;14;1052;110;103;80;629;1312;9;1315;1321;6
2015;1;2;5;12;111;1025;1019;-6;16;1035;129;122;97;680;1112;9;1134;1121;-13
2015;1;2;5;12;1293;1025;1040;15;36;1116;130;148;107;757;1303;5;1235;1308;33
2015;1;2;5;12;214;1025;1025;0;9;1034;119;132;116;775;1330;7;1324;1337;13
2015;1;2;5;11;2832;1025;1052;27;10;1102;130;124;103;603;1245;11;1235;1256;21
2015;1;2;5;11;2944;1025;1027;2;9;1036;65;76;55;227;1131;12;1130;1143;13
2015;1;2;5;11;3075;1025;1118;53;13;1131;58;45;30;173;1201;2;1123;1203;40
2015;1;2;5;11;3094;1025;1053;28;13;1106;198;206;191;1236;1317;2;1243;1319;36
2015;1;2;5;11;3465;1025;1022;-3;9;1031;90;78;61;427;1132;8;1155;1140;-15
2015;1;2;5;9;5298;1025;1019;-6;14;1033;50;46;22;67;1055;10;1115;1105;-10
2015;1;2;5;9;5312;1025;1037;12;18;1055;83;;;359;1433;5;1248;1438;
2015;1;2;5;10;5107;1025;1019;-6;24;1043;54;56;29;153;1112;3;1119;1115;-4
2015;1;2;5;10;5804;1025;1022;-3;10;1032;98;87;72;403;1144;5;1203;1149;-14
2015;1;2;5;9;2629;1025;1016;-9;13;1029;115;139;102;710;1311;24;1320;1335;15
2015;1;2;5;9;5198;1025;1049;24;18;1107;70;65;43;305;1150;4;1135;1154;19
2015;1;2;5;9;5398;1025;1030;5;11;1041;56;43;29;86;1110;3;1121;1113;-8
2015;1;2;5;9;6585;1025;1019;-6;21;1040;63;80;48;261;1228;11;1228;1239;11
2015;1;2;5;9;4575;1026;1028;2;17;1045;99;101;77;532;1302;7;1305;1309;4
2015;1;2;5;6;241;1026;1016;-10;33;1049;145;151;115;965;1344;3;1351;1347;-4
2015;1;2;5;6;1297;1026;1024;-2;12;1036;394;387;371;2565;1347;4;1400;1351;-9
2015;1;2;5;6;1189;1026;1031;5;33;1104;64;75;39;191;1143;3;1130;1146;16
2015;1;2;5;6;1244;1026;1031;5;15;1046;313;300;276;2454;1822;9;1839;1831;-8
2015;1;2;5;8;930;1026;1029;3;10;1039;153;148;133;1074;1252;5;1259;1257;-2
2015;1;2;5;10;5165;1026;1024;-2;24;1048;151;150;122;803;1150;4;1157;1154;-3
2015;1;2;5;10;5525;1026;1047;21;17;1104;62;61;41;208;1145;3;1128;1148;20
2015;1;2;5;10;6038;1026;1023;-3;5;1028;99;80;66;466;1134;9;1205;1143;-22
2015;1;2;5;4;2118;1027;1025;-2;34;1059;91;102;63;404;1202;5;1158;1207;9
2015;1;2;5;10;4445;1027;1024;-3;17;1041;135;140;117;645;1238;6;1242;1244;2
2015;1;2;5;10;5527;1027;1023;-4;26;1049;68;69;40;238;1129;3;1135;1132;-3
2015;1;2;5;9;6286;1027;1023;-4;9;1032;85;84;71;262;1143;4;1152;1147;-5
2015;1;2;5;9;4992;1027;1023;-4;13;1036;102;86;65;462;1141;8;1209;1149;-20
2015;1;2;5;6;1476;1028;1042;14;11;1053;195;176;162;1325;1435;3;1443;1438;-5
2015;1;2;5;6;1260;1029;1034;5;14;1048;255;248;228;2007;1636;6;1644;1642;-2
2015;1;2;5;2;1281;1029;1029;0;28;1057;330;361;326;2133;1423;7;1359;1430;31
2015;1;2;5;8;395;1029;1022;-7;9;1031;172;167;147;972;1258;11;1321;1309;-12
2015;1;2;5;6;225;1030;1032;2;24;1056;241;263;225;1400;1341;14;1331;1355;24
2015;1;2;5;6;368;1030;1059;29;9;1108;94;69;58;315;1106;2;1104;1108;4
2015;1;2;5;6;1530;1030;1023;-7;16;1039;250;235;205;1744;1604;14;1640;1618;-22
2015;1;2;5;6;1558;1030;1036;6;10;1046;195;177;156;1400;1422;11;1445;1433;-12
2015;1;2;5;6;1599;1030;1026;-4;11;1037;132;126;106;861;1323;9;1342;1332;-10
2015;1;2;5;6;775;1030;1028;-2;14;1042;154;148;129;719;1151;5;1204;1156;-8
2015;1;2;5;6;994;1030;1031;1;16;1047;336;332;307;2565;1854;9;1906;1903;-3
2015;1;2;5;6;1274;1030;1034;4;23;1057;153;148;117;862;1154;8;1203;1202;-1
2015;1;2;5;6;1279;1030;1032;2;20;1052;296;299;275;1725;1327;4;1326;1331;5
2015;1;2;5;3;629;1030;1025;-5;41;1106;101;116;70;468;1216;5;1211;1221;10
2015;1;2;5;3;657;1030;1020;-10;11;1031;89;76;61;361;1132;4;1159;1136;-23
2015;1;2;5;3;1819;1030;1022;-8;14;1036;89;87;66;280;1142;7;1159;1149;-10
2015;1;2;5;3;1869;1030;1023;-7;10;1033;94;81;61;366;1134;10;1204;1144;-20
2015;1;2;5;3;1890;1030;1025;-5;12;1037;116;110;91;529;1208;7;1226;1215;-11
2015;1;2;5;3;2110;1030;1026;-4;22;1048;85;85;60;399;1148;3;1155;1151;-4
2015;1;2;5;14;187;1030;1024;-6;30;1054;395;390;355;2565;1349;5;1405;1354;-11
2015;1;2;5;14;23;1030;1057;27;19;1116;390;396;371;2586;1427;6;1400;1433;33
2015;1;2;5;13;4658;1030;1033;3;12;1045;105;89;72;528;1157;5;1215;1202;-13
2015;1;2;5;13;4563;1030;1054;24;10;1104;100;78;65;447;1209;3;1210;1212;2
2015;1;2;5;13;1292;1030;1028;-2;27;1055;110;118;86;545;1221;5;1220;1226;6
2015;1;2;5;13;784;1030;1032;2;13;1045;95;77;60;481;1145;4;1205;1149;-16
2015;1;2;5;13;1897;1030;1048;18;14;1102;215;206;187;1547;1509;5;1505;1514;9
2015;1;2;5;13;1679;1030;1025;-5;8;1033;85;76;63;448;1236;5;1255;1241;-14
2015;1;2;5;13;2161;1030;1036;6;8;1044;70;63;50;337;1234;5;1240;1239;-1
2015;1;2;5;13;4218;1030;1025;-5;7;1032;95;84;68;456;1240;9;1305;1249;-16
2015;1;2;5;13;1652;1030;1027;-3;9;1036;95;78;64;395;1140;5;1205;1145;-20
2015;1;2;5;13;967;1030;1029;-1;14;1043;165;156;137;1224;1500;5;1515;1505;-10
2015;1;2;5;13;4025;1030;1029;-1;19;1048;100;102;77;587;1205;6;1210;1211;1
2015;1;2;5;13;1612;1030;1112;42;8;1120;55;57;46;192;1206;3;1125;1209;44
2015;1;2;5;13;2685;1030;1042;12;13;1055;65;70;53;308;1148;4;1135;1152;17
2015;1;2;5;13;4561;1030;1026;-4;15;1041;110;93;74;397;1155;4;1220;1159;-21
2015;1;2;5;13;1528;1030;;;;;140;;;795;;;1050;;
2015;1;2;5;13;1391;1030;1034;4;12;1046;80;75;58;468;1244;5;1250;1249;-1
2015;1;2;5;13;1795;1030;1024;-6;7;1031;115;99;89;838;1300;3;1325;1303;-22
2015;1;2;5;13;2858;1030;1027;-3;6;1033;65;57;43;255;1116;8;1135;1124;-11
2015;1;2;5;13;2201;1030;1025;-5;10;1035;70;68;54;368;1229;4;1240;1233;-7
2015;1;2;5;13;2081;1030;1030;0;9;1039;75;71;57;417;1136;5;1145;1141;-4
2015;1;2;5;2;119;1030;;;;;500;;;3711;;;1450;;
2015;1;2;5;2;43;1030;1041;11;13;1054;150;140;118;986;1352;9;1400;1401;1
2015;1;2;5;2;98;1030;;;;;255;;;1846;;;1645;;
2015;1;2;5;2;179;1030;1024;-6;16;1040;395;400;379;2586;1359;5;1405;1404;-1
2015;1;2;5;2;283;1030;1031;1;22;1053;365;388;352;2556;1445;14;1435;1459;24
2015;1;2;5;2;1002;1030;1100;30;12;1112;65;79;50;224;1202;17;1135;1219;44
2015;1;2;5;2;1667;1030;1027;-3;22;1049;100;108;72;447;1201;14;1210;1215;5
2015;1;2;5;2;2413;1030;1047;17;20;1107;180;177;151;1235;1538;6;1530;1544;14
2015;1;2;5;1;475;1030;1038;8;23;1101;164;184;152;954;1333;9;1314;1342;28
2015;1;2;5;1;656;1030;1028;-2;22;1050;165;161;136;1107;1406;3;1415;1409;-6
2015;1;2;5;1;730;1030;1032;2;17;1049;252;260;237;1874;1646;6;1642;1652;10
2015;1;2;5;8;518;1030;1026;-4;13;1039;63;58;39;187;1118;6;1133;1124;-9
2015;1;2;5;8;534;1030;1030;0;13;1043;332;322;304;2704;1847;5;1902;1852;-10
2015;1;2;5;4;1968;1030;1117;47;25;1142;216;231;199;1535;1701;7;1606;1708;62
2015;1;2;5;4;150;1030;1036;6;13;1049;104;83;68;547;1157;2;1214;1159;-15
2015;1;2;5;4;1095;1030;1028;-2;20;1048;75;67;40;226;1128;7;1145;1135;-10
2015;1;2;5;4;1158;1030;1034;4;13;1047;259;254;232;1931;1639;9;1649;1648;-1
2015;1;2;5;4;1192;1030;1028;-2;17;1045;165;154;132;983;1257;5;1315;1302;-13
2015;1;2;5;4;1224;1030;1032;2;13;1045;56;56;40;134;1025;3;1026;1028;2
2015;1;2;5;4;1811;1030;1026;-4;21;1047;96;90;65;444;1152;4;1206;1156;-10
2015;1;2;5;10;2515;1030;;;;;60;;;229;;;1130;;
2015;1;2;5;10;4503;1030;1028;-2;13;1041;137;125;104;871;1325;8;1347;1333;-14
2015;1;2;5;10;4961;1030;1025;-5;9;1034;95;81;68;456;1242;4;1305;1246;-19
2015;1;2;5;10;5201;1030;1026;-4;17;1043;88;85;66;457;1149;2;1158;1151;-7
2015;1;2;5;10;5203;1030;1023;-7;15;1038;139;138;116;632;1234;7;1249;1241;-8
2015;1;2;5;11;3049;1030;1018;-12;9;1027;75;72;39;177;1006;24;1045;1030;-15
2015;1;2;5;11;3151;1030;1029;-1;9;1038;105;86;68;522;1146;9;1215;1155;-20
2015;1;2;5;5;634;1030;1030;0;23;1053;155;159;128;983;1301;8;1305;1309;4
2015;1;2;5;9;4442;1030;1024;-6;25;1049;100;111;80;546;1309;6;1310;1315;5
2015;1;2;5;9;4711;1030;1101;31;12;1113;86;76;57;373;1210;7;1156;1217;21
2015;1;2;5;9;5603;1030;1029;-1;18;1047;129;132;108;651;1135;6;1139;1141;2
2015;1;2;5;9;6489;1030;1046;16;14;1100;209;204;180;1385;1300;10;1259;1310;11
2015;1;2;5;4;2189;1031;1030;-1;11;1041;99;100;83;630;1304;6;1310;1310;0
2015;1;2;5;10;5101;1031;1042;11;10;1052;98;;;448;;;1109;;
2015;1;2;5;9;4507;1031;1022;-9;31;1053;89;88;51;347;1144;6;1200;1150;-10
2015;1;2;5;6;779;1032;1053;21;20;1113;318;308;275;2475;1848;13;1850;1901;11
2015;1;2;5;10;4085;1032;1042;10;13;1055;63;50;30;177;1225;7;1235;1232;-3
2015;1;2;5;10;4406;1032;1025;-7;8;1033;98;116;94;438;1207;14;1210;1221;11
2015;1;2;5;7;508;1032;1026;-6;9;1035;45;48;34;201;1109;5;1117;1114;-3
2015;1;2;5;6;738;1033;1046;13;14;1100;208;200;181;1546;1601;5;1601;1606;5
2015;1;2;5;4;1122;1033;1032;-1;10;1042;105;93;78;515;1200;5;1218;1205;-13
2015;1;2;5;4;1929;1033;1033;0;19;1052;212;189;166;1047;1338;4;1405;1342;-23
2015;1;2;5;4;2218;1033;1032;-1;27;1059;347;394;354;2556;1453;13;1420;1506;46
2015;1;2;5;4;2367;1033;1028;-5;13;1041;159;147;128;932;1249;6;1312;1255;-17
2015;1;2;5;10;3266;1033;1033;0;18;1051;74;70;39;224;1130;13;1147;1143;-4
2015;1;2;5;10;3851;1033;1057;24;15;1112;79;75;57;316;1209;3;1152;1212;20
2015;1;2;5;10;5541;1033;1025;-8;7;1032;56;57;37;143;1109;13;1129;1122;-7
2015;1;2;5;10;5665;1033;1057;24;12;1109;67;74;48;201;1157;14;1140;1211;31
2015;1;2;5;7;331;1033;1034;1;8;1042;51;54;38;216;1120;8;1124;1128;4
2015;1;2;5;10;4527;1034;1029;-5;8;1037;116;111;89;645;1206;14;1230;1220;-10
2015;1;2;5;12;574;1034;1043;9;13;1056;81;78;57;391;1153;8;1155;1201;6
2015;1;2;5;5;812;1034;1153;79;12;1205;142;132;116;929;1501;4;1356;1505;69
2015;1;2;5;14;218;1035;1028;-7;10;1038;205;208;195;1504;1553;3;1600;1556;-4
2015;1;2;5;13;119;1035;1032;-3;14;1046;135;115;92;762;1218;9;1250;1227;-23
2015;1;2;5;13;2267;1035;1055;20;9;1104;135;120;104;825;1248;7;1250;1255;5
2015;1;2;5;13;1662;1035;1036;1;12;1048;65;69;51;325;1239;6;1240;1245;5
2015;1;2;5;13;3672;1035;1044;9;7;1051;65;66;48;328;1139;11;1140;1150;10
2015;1;2;5;13;1768;1035;1046;11;10;1056;195;185;170;1460;1446;5;1450;1451;1
2015;1;2;5;13;3684;1035;1044;9;8;1052;275;256;245;1751;1257;3;1310;1300;-10
2015;1;2;5;13;1089;1035;1033;-2;11;1044;100;91;75;369;1159;5;1215;1204;-11
2015;1;2;5;13;851;1035;1030;-5;9;1039;180;159;146;920;1205;4;1235;1209;-26
2015;1;2;5;13;1762;1035;1032;-3;14;1046;215;212;195;1218;1301;3;1310;1304;-6
2015;1;2;5;13;3764;1035;1041;6;25;1106;170;166;137;1092;1323;4;1325;1327;2
2015;1;2;5;13;2271;1035;;;;;85;;;441;;;1200;;
2015;1;2;5;13;353;1035;1033;-2;27;1100;145;151;120;920;1300;4;1300;1304;4
2015;1;2;5;13;2055;1035;1024;-11;14;1038;70;71;46;270;1124;11;1145;1135;-10
2015;1;2;5;13;4391;1035;1044;9;15;1059;90;91;68;414;1207;8;1205;1215;10
2015;1;2;5;13;178;1035;1026;-9;10;1036;90;81;65;397;1141;6;1205;1147;-18
2015;1;2;5;13;1887;1035;1047;12;6;1053;120;110;101;589;1234;3;1235;1237;2
2015;1;2;5;13;880;1035;1036;1;10;1046;110;114;95;684;1321;9;1325;1330;5
2015;1;2;5;13;114;1035;1032;-3;8;1040;95;88;77;436;1157;3;1210;1200;-10
2015;1;2;5;13;2194;1035;1042;7;9;1051;100;101;88;628;1319;4;1315;1323;8
2015;1;2;5;13;1709;1035;1052;17;14;1106;90;104;86;480;1232;4;1205;1236;31
2015;1;2;5;13;335;1035;1032;-3;9;1041;75;68;55;342;1136;4;1150;1140;-10
2015;1;2;5;13;2237;1035;1059;24;7;1106;90;73;57;391;1203;9;1205;1212;7
2015;1;2;5;2;29;1035;1047;12;18;1105;190;181;157;1188;1142;6;1145;1148;3
2015;1;2;5;2;96;1035;1052;17;11;1103;115;114;93;550;1236;10;1230;1246;16
2015;1;2;5;2;1265;1035;1035;0;24;1059;260;265;234;1995;1753;7;1755;1800;5
2015;1;2;5;2;1343;1035;1027;-8;13;1040;180;173;146;936;1206;14;1235;1220;-15
2015;1;2;5;2;1375;1035;1051;16;9;1100;160;166;152;1120;1432;5;1415;1437;22
2015;1;2;5;2;2356;1035;1033;-2;9;1042;280;263;249;1846;1251;5;1315;1256;-19
2015;1;2;5;2;2425;1035;1032;-3;18;1050;200;221;162;1235;1132;41;1155;1213;18
2015;1;2;5;1;80;1035;1031;-4;6;1037;207;175;164;1448;1421;5;1502;1426;-36
2015;1;2;5;8;460;1035;1028;-7;14;1042;171;166;144;1173;1306;8;1326;1314;-12
2015;1;2;5;8;1753;1035;1029;-6;10;1039;150;138;125;1046;1344;3;1405;1347;-18
2015;1;2;5;4;315;1035;1029;-6;17;1046;213;199;177;1199;1143;5;1208;1148;-20
2015;1;2;5;4;1891;1035;1049;14;29;1118;88;95;61;406;1219;5;1203;1224;21
2015;1;2;5;4;2607;1035;1031;-4;14;1045;205;171;152;1035;1317;5;1400;1322;-38
2015;1;2;5;10;4729;1035;1032;-3;14;1046;127;107;89;763;1315;4;1342;1319;-23
2015;1;2;5;10;5580;1035;1055;20;12;1107;52;49;29;151;1236;8;1227;1244;17
2015;1;2;5;10;5358;1035;1039;4;12;1051;79;67;53;377;1144;2;1154;1146;-8
2015;1;2;5;12;1300;1035;1033;-2;15;1048;110;118;92;534;1220;11;1225;1231;6
2015;1;2;5;12;1060;1035;1202;87;18;1220;200;198;168;1440;1608;12;1455;1620;85
2015;1;2;5;12;244;1035;1039;4;16;1055;134;151;124;862;1359;11;1349;1410;21
2015;1;2;5;12;728;1035;1034;-1;10;1044;130;131;113;844;1337;8;1345;1345;0
2015;1;2;5;11;2835;1035;1035;0;35;1110;98;123;85;604;1235;3;1213;1238;25
2015;1;2;5;11;2877;1035;1031;-4;14;1045;83;80;59;409;1144;7;1158;1151;-7
2015;1;2;5;11;2757;1035;1155;80;15;1210;178;194;172;1118;1402;7;1233;1409;96
2015;1;2;5;11;3030;1035;1027;-8;10;1037;120;104;88;473;1105;6;1135;1111;-24
2015;1;2;5;11;3274;1035;1038;3;33;1111;48;62;25;135;1136;4;1123;1140;17
2015;1;2;5;11;3482;1035;1043;8;10;1053;85;91;73;364;1206;8;1200;1214;14
2015;1;2;5;9;5335;1035;1032;-3;14;1046;97;97;80;304;1206;3;1212;1209;-3
2015;1;2;5;6;222;1036;1046;10;22;1108;154;155;129;854;1217;4;1210;1221;11
2015;1;2;5;10;4711;1036;1051;15;13;1104;174;171;154;872;1238;4;1230;1242;12
2015;1;2;5;10;6114;1036;1135;59;10;1145;114;94;73;588;1258;11;1230;1309;39
2015;1;2;5;11;3527;1036;1028;-8;10;1038;100;90;75;530;1253;5;1316;1258;-18
2015;1;2;5;9;5265;1036;1030;-6;14;1044;71;70;47;224;1131;9;1147;1140;-7
2015;1;2;5;10;3965;1037;1031;-6;17;1048;82;73;49;287;1237;7;1259;1244;-15
2015;1;2;5;10;4403;1037;1044;7;10;1054;97;105;81;517;1215;14;1214;1229;15
2015;1;2;5;8;1274;1038;1034;-4;11;1045;101;96;80;636;1205;5;1219;1210;-9
2015;1;2;5;10;4121;1038;1026;-12;11;1037;126;125;105;748;1322;9;1344;1331;-13
2015;1;2;5;10;4605;1038;1033;-5;15;1048;167;146;125;1091;1353;6;1425;1359;-26
2015;1;2;5;5;927;1038;1039;1;10;1049;157;154;132;1005;1401;12;1415;1413;-2
2015;1;2;5;4;2475;1039;1039;0;16;1055;124;115;92;669;1327;7;1343;1334;-9
2015;1;2;5;10;5061;1039;1035;-4;13;1048;81;74;57;321;1145;4;1200;1149;-11
2015;1;2;5;6;473;1040;1035;-5;8;1043;83;59;46;235;1029;5;1103;1034;-29
2015;1;2;5;6;1619;1040;1046;6;17;1103;307;297;270;2419;1833;10;1847;1843;-4
2015;1;2;5;6;1727;1040;1050;10;15;1105;417;422;402;2704;1447;5;1437;1452;15
2015;1;2;5;6;1224;1040;1051;11;18;1109;347;359;329;2556;1438;12;1427;1450;23
2015;1;2;5;6;1278;1040;1038;-2;15;1053;214;217;190;1464;1603;12;1614;1615;1
2015;1;2;5;3;1808;1040;1038;-2;17;1055;75;66;39;226;1134;10;1155;1144;-11
2015;1;2;5;3;1859;1040;1032;-8;12;1044;113;108;76;599;1300;20;1333;1320;-13
2015;1;2;5;14;406;1040;1038;-2;10;1048;325;314;291;2475;1839;13;1905;1852;-13
2015;1;2;5;13;206;1040;1046;6;7;1053;65;59;50;325;1143;2;1145;1145;0
2015;1;2;5;13;2407;1040;1053;13;18;1111;75;80;57;337;1208;5;1155;1213;18
2015;1;2;5;13;4564;1040;1048;8;9;1057;75;68;55;362;1152;4;1155;1156;1
2015;1;2;5;13;2238;1040;1038;-2;12;1050;85;86;68;446;1158;6;1205;1204;-1
2015;1;2;5;13;167;1040;1047;7;7;1054;85;73;62;371;1156;4;1205;1200;-5
2015;1;2;5;13;2129;1040;1033;-7;13;1046;165;151;135;986;1101;3;1125;1104;-21
2015;1;2;5;13;4222;1040;1055;15;13;1108;65;75;57;342;1205;5;1145;1210;25
2015;1;2;5;13;1448;1040;1052;12;9;1101;200;177;163;1444;1444;5;1500;1449;-11
2015;1;2;5;13;4718;1040;1035;-5;18;1053;180;187;164;861;1237;5;1240;1242;2
2015;1;2;5;13;1592;1040;1131;51;10;1141;195;181;167;1216;1228;4;1155;1232;37
2015;1;2;5;13;247;1040;1122;42;9;1131;220;191;177;1620;1628;5;1620;1633;13
2015;1;2;5;13;629;1040;1105;25;15;1120;195;199;179;1506;1619;5;1555;1624;29
2015;1;2;5;13;2945;1040;1039;-1;14;1053;115;114;91;581;1224;9;1235;1233;-2
2015;1;2;5;13;480;1040;1039;-1;7;1046;50;50;39;187;1125;4;1130;1129;-1
2015;1;2;5;13;1793;1040;1101;21;9;1110;145;134;121;986;1511;4;1505;1515;10
2015;1;2;5;13;355;1040;;;;;120;;;795;;;1440;;
2015;1;2;5;13;1972;1040;1052;12;7;1059;90;90;79;460;1218;4;1210;1222;12
2015;1;2;5;13;2322;1040;1038;-2;40;1118;160;182;138;1073;1336;4;1320;1340;20
2015;1;2;5;13;3739;1040;1215;95;15;1230;90;95;70;404;1340;10;1210;1350;100
2015;1;2;5;13;4274;1040;1036;-4;38;1114;170;183;142;1142;1336;3;1330;1339;9
2015;1;2;5;13;3918;1040;1101;21;10;1111;90;85;68;507;1219;7;1210;1226;16
2015;1;2;5;2;380;1040;1039;-1;16;1055;120;109;90;733;1325;3;1340;1328;-12
2015;1;2;5;2;1289;1040;1036;-4;26;1102;60;76;43;190;1145;7;1140;1152;12
2015;1;2;5;2;1620;1040;1043;3;13;1056;105;97;81;646;1317;3;1325;1320;-5
2015;1;2;5;1;627;1040;1033;-7;13;1046;133;134;118;763;1244;3;1253;1247;-6
2015;1;2;5;1;725;1040;1030;-10;15;1045;127;122;104;689;1129;3;1147;1132;-15
2015;1;2;5;1;788;1040;1039;-1;25;1104;290;290;259;2086;1723;6;1730;1729;-1
2015;1;2;5;1;794;1040;1038;-2;18;1056;180;171;146;1180;1422;7;1440;1429;-11
2015;1;2;5;8;152;1040;1033;-7;38;1111;166;178;136;1121;1327;4;1326;1331;5
2015;1;2;5;4;2267;1040;1040;0;15;1055;293;281;261;1892;1216;5;1233;1221;-12
2015;1;2;5;4;2449;1040;1037;-3;17;1054;136;114;92;502;1226;5;1256;1231;-25
2015;1;2;5;4;2565;1040;1044;4;16;1100;78;76;55;368;1255;5;1258;1300;2
2015;1;2;5;10;2517;1040;1058;18;10;1108;135;138;120;691;1308;8;1255;1316;21
2015;1;2;5;10;2520;1040;1126;46;13;1139;80;72;53;354;1232;6;1200;1238;38
